County,Provider,CONTRACT_PLAN,PLAN_CATEGORY,Medicaid Coverage Categories (For D-SNP plans only),Enrolls All Duals (Y/N),"Types of Chronic Conditions (C-SNP only) (Diabetes, Coronary Artery Diseases, Cardiovascular Disorders, COPD, ESRD)",VBID (Y/N),Annual Max ,Annual Max - Shared Allowance (Y/N),Bridges Coinsurance,Crowns Coinsurance,Implant Coinsurance,Root Canal Coinsurance,Denture Coinsurance,Periodontal Surgery Coinsurance,"Dental Vendor Name (Vendor, Card Based, Allowance)",Optional Supplemental Benefit (Y/N),"Benefit Structure: Vendor, Non-vendor, Card-Based, Allowance","Out-of-Network Cost Share (Identical, Different)",Preventative Only (Y/N),Preventative and Comprehensive (Y/N),Implant Coverage (Y/N),Root Canal Coverage (Y/N),Denture Coverage (Y/N),Periodontal Surgery Coverage (Y/N),Crowns (Y/N),Bridges (Y/N),"Dental Score Card (Weak, Same or Strong) compared to Devoted plan design.  I will compare apples to apples (i.e. PPO vs PPO, 0 HMO vs 0 HMO) and will be comparing the overall dental plan design. ",Healthy Food Card Vendor,Healthy Food Card Amount,Healthy Food Card Benefit Structure (Monthly/Quarterly),Healthy Food Rollover,OTC Vendor,OTC Benefit Structure (Monthly/Quarterly),OTC - Retail (Y/N),OTC - Catalog (Y/N),OTC- Online (Y/N) ,OTC- Over-the-phone (Y/N) ,OTC Rollover (Y/N),Utilities Vendor,Utilities Benefit Structure (Monthly/Quarterly),Covered Utilities ,Utilities Rollover,Combined/Shared Benefit (Y/N) ,Additional Flex Card Benefit ,Additional Supplemental Benefit Choice (Use this row for if a member MUST choose a benefit at the time of enrollment),Routine Acupuncture Vendor,"Routine Acupuncture Benefit Structure (# of Visit /Timeframe, Coverage)",Medicare Covered Acupuncture Vendor,Therapeutic Massage Vendor,"Therapeutic Massage Benefit Structure (# of Visits/Timeframe, Coverage)",Routine Chiropractor Vendor,"Routine Chiropractor Benefit Structure (# of Visits/Timeframe, Coverage)",Vision Vendor,Fitness Vendor,Wearable Device (Fitness),Grocery Delivery,Hearing Aid Vendor,Nemt Vendor,Nemt Oneway Trip Limit,Nemt Distance (Max Mileage),In Home/ Bathroom Safety Devices (Y/N),In-Home Support Services/Personal Home Care Vendor,In-Home Support Services/Personal Home Care Benefit Structure ,PERS Vendor,PERS Coverage,Meals Vendor,Wig Chemo,Caregiver Support ,Worldwide Benefit Structure ,Companion Services ,Behavioral Health Vendor,DME Vendor,Nurse Line Vendor,Nurse Line 24/7 (Y/N)
TN: Nashville,Humana Inc.,H5216 - 274 - 000,Zero MAPD PPO,,N/A,,Y,"$2,000",Y,"0% IN, 0% OON","0% IN, 0% OON",N/A?,"0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON",Humana,,Vendor,Identical,N,Y,N,Y,Y,Y,Y,Y,Weak,NC,N/A,N/A,N/A,UNK,Quarterly,N,Y,Y,?,Y,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,UNK,NC,NC,NC,NC,EyeMed,"SilverSneaker (Tivity Health, Inc)",NC,NC,TruHearing®,NC,N/A,N/A,N,NC,NC,NC,NC,Humana Well Dine®,N,N,UNK,NC,UNK,UNK,NC,N
TX: Austin,Humana Inc.,H0473 - 001 - 000,Zero MAPD PPO,,N/A,,N,"$2,000",Y,N/A,"0% IN, 0% OON",N/A?,"0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON",Humana,,Vendor,Identical,N,Y,N,Y,Y,N,Y,N,Weak,NC,N/A,N/A,N/A,UNK,Quarterly,N,Y,Y,?,N,Vital SupportTM,Annual ,UNK,N,,"Y; * Humana Flex Allowance
Members receive $1,000 annual allowance on a prepaid card which can be
used towards out of pocket costs, including copays, for the plan’s dental, vision and/or hearing supplemental benefits, allowing members to extend
their coverage.",N/A,UNK,"$1,000 Shared Limit",UNK,UNK,"$1,000 Shared Limit",UNK,"$1,000 Shared Limit",EyeMed,"SilverSneaker (Tivity Health, Inc)",NC,NC,TruHearing®,Vital SupportTM,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",UNK,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",Vital SupportTM,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",ADT ,"$0 copayment per year for
installation and monitoring service; uses two way voice communication & five location
seeking technologies to send help quickly to wherever the member is
located.",Humana Well Dine®,NC,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",UNK,NC,UNK,UNK,NC,N
TX: Austin,Health Care Service Corporation,H1666 - 004 - 000,Zero MAPD PPO,,N/A,,N,"$1,000",Y,0%,0%,0%,0%,0%,N/A,?,,?,Identical,N,Y,?,?,?,?,?,?,Weak,NC,N/A,N/A,N/A,NC,NC,N/A,N/A,N/A,N/A,N/A,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,UNK,NC,NC,NC,NC,UNK,"SilverSneaker (Tivity Health, Inc)",NC,NC,UNK,NC,N/A,N/A,N,NC,NC,NC,NC,NC,NC,NC,UNK,NC,UNK,UNK,UNK (Internal?),Y
TX: Austin,"UnitedHealth Group, Inc.",H1278 - 004 - 000,Zero MAPD PPO,,N/A,,N,$500,Y,0%,0%,0%,0%,0%,N/A,UnitedHealthCare,,Vendor,Identical,N,Y,with rider?,with rider?,with rider?,N?,with rider?,with rider?,Weak,NC,N/A,N/A,N/A,NC,NC,N/A,N/A,N/A,N/A,N/A,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,UNK,NC,NC,NC,NC,UnitedHealthcare Vision®,Renew Active®,NC,Discounted meal delivery covered under fitness benefit,UnitedHealthcare Hearing,NC,N/A,N/A,N,NC,NC,Lifeline,$0 button wrist/pendant; covers the subscription as well,Mom’s Meals®,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
TX: El Paso,Humana Inc.,H0028 - 035 - 000,Zero MAPD HMO,,N/A,,Y,"$3,000",Y,N/A,"0% IN, 0% OON",N/A?,"0% IN, 0% OON","0% IN, 0% OON","0% IN, 0% OON",Humana,,Vendor,Identical,N,Y,N,Y,Y,N,Y,N,Same/Strong,NC,N/A,N/A,N/A,UNK,Quarterly,Y,UNK,UNK,UNK,N,Vital SupportTM,Annual ,UNK,N,N,"Y; * Humana Flex Allowance
Members receive $1,000 annual allowance on a prepaid card which can be
used towards out of pocket costs, including copays, for the plan’s dental, vision and/or hearing supplemental benefits, allowing members to extend
their coverage.",N/A,UNK,"12 visits/annually ($20 Copay) + $1,000 Shared Limit",UNK,UNK,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",UNK,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",EyeMed,"SilverSneaker (Tivity Health, Inc)",NC,"Meal delivery Part of Humana Flexible Care Assistance $1,000 Shared Limit",TruHearing®,UNK,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",UNK,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",Vital SupportTM,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",ADT ,"$0 copayment per year for
installation and monitoring service; uses two way voice communication & five location
seeking technologies to send help quickly to wherever the member is
located.",Humana Well Dine®,"May be a Part of Humana Flexible Care Assistance $1,000 Shared Limit","Part of Humana Flexible Care Assistance $1,000 Shared Limit",UNK,"Y -Everyday Extras Choice of In-Home Support. In-Home Support:
This benefit provides companionship and
assistance with independent activities of daily
living",UNK,UNK,NC,N
TX: El Paso,"Elevance Health, Inc.",H8849 - 008 - 004,Zero MAPD HMO,,N/A,,N,"$2,000",Y,0%,0%,0%,0%,0%,N/A,Liberty Dental,,Allowance + Vendor,N/A,N,Y,Y,Y,Y,N?,Y,Y,Same,Y -Everyday Extras Choice,$50,Monthly ,N,UNK,Quarterly,Y,Y,Y,Y,Y,UNK,Monthly ,"natural/propane gas, electric, water, or sewer. It
can also be used with internet and cellular
providers.Y -Everyday Extras Choice",N,"You can select two (2) of these Everyday Extras:
Flex Account - Utilities*: $50 every month
 Healthy Groceries*: $50 every month
Assistive Devices: $500 every year. Flex Account - Dental, Vision, Hearing: $500
every year
In-Home Support: 60 hours every year
Transportation: 60 one-way trips every year","Y -Everyday Extras Choice Flex Account - Dental, Vision, Hearing: $500/Annually ",Y (2),NC,N/A,UNK,NC,NC,NC,NC,Superior Vision providers,"SilverSneaker (Tivity Health, Inc)",Y (one device every two years),NC,UNK,Y -Everyday Extras Choice ,Transportation: 60 one-way trips every year,60 miles,"Y -Everyday Extras Choice $500/year ADA toilet seats, shower stools, hand-
held shower heads, reaching devices, temporary wheelchair ramps, and more.",UNK,"Y -Everyday Extras Choice. In-Home Support: 60 hours every year. home-based chores, help getting
to appointments or getting items such as
groceries, medication, and more.",UNK,"Coverage of one personal emergency response
system and monthly monitoring in the
member's home when arranged by the Plan with
a contracted vendor.",UNK,NC,NC,"This plan covers emergency services if you're
traveling outside of the United States for less
than six months. Coverage is limited to
$100,000 per year for worldwide emergency
services.",,UNK,UNK,UNK,Y
TX: El Paso,"UnitedHealth Group, Inc.",H4527 - 005 - 000,Zero MAPD HMO,,N/A,,N,"$2,000",Y,0%,0%,0%,0%,0%,N/A,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N?,Y,Y,Same,NC,N/A,N/A,N/A,"In-store: Solutran
Online and over the phone:Firstline",Quarterly,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,N,"Provided by: Solutran
$150 every year on a prepaid
Visa® card: Dental
• Covered dental services after you reach your annual
maximum amount for dental services. Vision
• Lens upgrades (beyond standard lens features covered
in eyewear allowance for the Routine Vision benefit) Hearing
• Copays for hearing aids",N,NC,N/A,UNK,NC,NC,NC,NC,UnitedHealthcare Vision,Renew Active®,NC,Discounted meal delivery covered under fitness benefit,UnitedHealthcare Hearing,Comfort Care,34 on-way trips/year,UNK,N,NC,NC,Lifeline,$0 button wrist/pendant; covers the subscription ,Mom’s Meals®,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
TX: Houston,Centene Corporation,H4506 - 003 - 000,Zero MAPD HMO,,N/A,,N,"$1,500",Y,0%,0%,N/A?,0%,0%,N/A?,?,,Vendor,Identical,N,Y,N?,Y,Y,N?,Y,Y,Weak,NC,N/A,N/A,N/A,CVS,Quarterly,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,N,N,N,NC,N/A,UNK,NC,NC,NC,NC,UNK,UNK ,"Home Fitness Kits, including a wearable fitness tracker.
You can receive up to 1 kit per benefit year",NC,UNK,UNK,48 on-way trips/year,75 miles,N,NC,NC,NC,NC,UNK,NC,NC,"You are covered for up to $50,000 when traveling outside the United States under your worldwide
emergency and urgent care coverage. Costs that exceed this amount will not be covered.",NC,Virtual: Teladoc ,UNK,Teladoc,Y
TX: Houston,"UnitedHealth Group, Inc.",H4527 - 037 - 000,Zero MAPD HMO,,N/A,,N,$500,Y,0%,0%,0%,0%,0%,N/A,UnitedHealthCare,,Vendor,Identical,N,Y,with rider?,with rider?,with rider?,N?,with rider?,with rider?,Weak,NC,N/A,N/A,N/A,"In-store: Solutran
Online and over the phone:Firstline",Quarterly,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,N,N,N,NC,N/A,UNK,NC,NC,NC,NC,UnitedHealthcare Vision,Renew Active®,NC,Discounted meal delivery covered under fitness benefit,UnitedHealthcare Hearing,NC,N/A,N/A,N,NC,NC,Lifeline,$0 button wrist/pendant; covers the subscription ,Mom’s Meals®,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
TX: Houston,Humana Inc.,H0028 - 042 - 000,Zero MAPD HMO,,N/A,,Y,"$3,000",Y,"0% IN, 100% OON","0% IN, 100% OON",N/A,"0% IN, 100% OON","0% IN, 100% OON",N/A,Humana?,,Vendor,Different,N,Y,N,Y,Y,N,Y,Y,Same,NC,N/A,N/A,N/A,UNK,Quarterly,Y,UNK,UNK,UNK,N,UNK,Annual ,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",N,N,N,N/A,UNK,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",UNK,UNK,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",UNK,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",EyeMed,"SilverSneaker (Tivity Health, Inc)",NC,"Meal delivery part of Humana Flexible Care Assistance $1,000 Shared Limit",TruHearing®,UNK,60 on-way trips/year,UNK,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",Vital SupportTM,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",ADT ,"$0 copayment per year for
installation and monitoring service; uses two way voice communication & five location
seeking technologies to send help quickly to wherever the member is
located.",Humana Well Dine®,"May be a Part of Humana Flexible Care Assistance $1,000 Shared Limit","Part of Humana Flexible Care Assistance $1,000 Shared Limit",UNK,NC,UNK,UNK,NC,N
TX: Houston,Centene Corporation,H0174 - 010 - 000,Zero MAPD HMO,,N/A,,N,"$3,000",Y,0%,0%,N/A?,0%,0%,N/A?,?,,Vendor,Identical,N,Y,N?,Y,Y,N?,Y,Y,Same,NC,N/A,N/A,N/A,CVS,Quarterly,Y,Y,Y,Y,N,UNK,$50/month,"Electric, gas, sanitary, and water utilities: Landline and mobile telephone service,Cable TV service, Certain petroleum expenses, such as home heating oil",N,"If you are determined to be eligible for the Utility Flex
Card benefit, you will not receive an additional prepaid Visa card in
the mail. Your utility benefit dollars will be automatically added to
your prepaid Visa debit card received as part of the Flex Card
benefit.","Our plan offers a prepaid Visa debit card with a combined annual
limit of $500 to help reduce your out-of-pocket expenses for dental,
vision, and hearing services.",N,UNK,"24 visits/year, combined with Chiropractic &Therapeutic massage",UNK,UNK,"24 visits/year, combined with Chiropractic &Therapeutic massage",UNK,"24 visits/year, combined with Chiropractic &Therapeutic massage",UNK,UNK,"Home Fitness Kits, including a wearable fitness tracker.
You can receive up to 1 kit per benefit year",NC,UNK,NC,48 on-way trips/year,75 Miles,N,UNK,"cleaning, household chores and meal
preparation as well as provide assistance with activities of daily
living. Documentation of one of the following is required for services:
• Alzheimer's/other dementia diagnosis
• joint replacement surgery • fall recovery
• limb amputation• cataract/retinal/other eye surgery
• advanced cardio pulmonary disease• stroke
• ambulation with assist device• impaired vision
• frequent hospitalizations• frequent ER visits
• post-surgery with chronic diseases Services will be provided in 4-hour increments up to a total of 24/yr.",NC,NC,UNK,NC,NC,"You are covered for up to $50,000 when traveling outside the United States under your worldwide
emergency and urgent care coverage. Costs that exceed this amount will not be covered.",NC,UNK,UNK,Teladoc,Y
TX: Houston,"UnitedHealth Group, Inc.",H0332 - 009 - 000,Zero MAPD HMO,,N/A,,N,"$2,000",Y,N/A,N/A,N/A,N/A,N/A,N/A,UnitedHealthCare?,,Vendor?,Different,N,Y,N,N,N,N,N,N,Weak,NC,N/A,N/A,N/A,UNK,Quarterly,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,N,"You have $500 annually to
spend, using your flex
wallet card on the
following: dental, vision, hearing  www.KCAOTC.com",N,NC,N/A,UNK,NC,NC,NC,NC,UNK,"SilverSneaker (Tivity Health, Inc)",NC,NC,UNK,Plan network providers,"Unlimited; Limited to medical appointments and medical facilities within the service
area.",UNK,N,NC,NC,NC,NC,UNK,NC,NC,"The plan will pay up to 100% of what Medicare
would allow for the
services if they had been
obtained in the United
States and its territories,
less any copayments and
coinsurance.",NC,UNK,UNK,UNK,Y
TX: San Antonio,"UnitedHealth Group, Inc.",H4590 - 010 - 000,Zero MAPD HMO,,N/A,,N,"$2,000",Y,0%,0%,0%,0%,0%,N/A,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N?,Y,Y,Weak,NC,N/A,N/A,N/A,"In-store: Solutran
Online and over the phone:Firstline",Quarterly,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,N,N,N,NC,N/A,UNK,NC,NC,NC,NC,UnitedHealthcare Vision,Renew Active®,NC,NC,UnitedHealthcare Hearing,UNK,"24 one-way trips/year; If you belong to a medical group or IPA, you may have to receive these services through them",50 miles,N,NC,N,Lifeline,$0 button wrist/pendant; covers the subscription ,Mom’s Meals®,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
TX: San Antonio,Humana Inc.,H0028 - 030 - 000,Zero MAPD HMO,,N/A,,Y,"$2,500",Y,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",N/A,Humana MA network?,,Vendor,Different,N,Y,Y,Y,Y,N,Y,Y,Weak,NC,N/A,N/A,N/A,UNK,Quarterly,Y,UNK,UNK,UNK,N,UNK,Annual ,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",N,Y,"Humana Flex Allowance
Members receive $1,500 annual allowance on a prepaid card which can be
used towards out of pocket costs, including copays, for the plan’s dental, vision and/or hearing supplemental benefits, allowing members to extend
their coverage.",N,UNK,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",UNK,UNK,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",UNK,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",UNK,"SilverSneaker (Tivity Health, Inc)",NC,"Meal delivery part of Humana Flexible Care Assistance $1,000 Shared Limit",TruHearing®,UNK,"unlimited non-emergency trips to plan-approved
locations within the plan service area.",UNK,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",Vital SupportTM,"Part of Humana Flexible Care Assistance $1,000 Shared Limit",ADT,"$0 copayment per year for
installation and monitoring service; uses two way voice communication & five location
seeking technologies to send help quickly to wherever the member is
located.",Humana Well Dine®,"May be a Part of Humana Flexible Care Assistance $1,000 Shared Limit","Part of Humana Flexible Care Assistance $1,000 Shared Limit",UNK,NC,UNK,UNK,NC,N
TX: San Antonio,Bexar County Hospital District,H5447 - 001 - 000,Zero MAPD HMO,,N/A,,N,"$1,500",Y,"0% IN, 100% OON","0% IN, 100% OON",N/A?,"0% IN, 100% OON","0% IN, 100% OON",N/A?,?,,Vendor?,Different?,N,Y,N?,N?,Y,N?,Y,Y,Weak,NC,N/A,N/A,N/A,,,,,,,,,,,,,,,NC,NC,UNK,NC,NC,NC,NC,,YMCA Membership,NC,,,,,,,,,,,,,,,,,,,
TX: San Antonio,"UnitedHealth Group, Inc.",H4590 - 045 - 000,Zero MAPD HMO,,N/A,,N,"$2,500",Y,0%,0%,0%,0%,0%,N/A,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,NC,N/A,N/A,N/A,"In-store: Solutran
Online and over the phone:Firstline",Quarterly,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,N,"Provided by: Solutran
$150 every year on a prepaid
Visa® card. help
pay some of your out-of-pocket costs for covered dental,
vision and hearing services after using your dental, vision
and hearing benefits.",N,NC,N/A,UNK,NC,NC,NC,NC,UnitedHealthcare Vision,Renew Active®,NC,Discounted meal delivery covered under fitness benefit,UnitedHealthcare Hearing,Plan network providers,36 on-way trips/year,UNK,N,NC,NC,Lifeline,$0 button wrist/pendant; covers the subscription ,Mom’s Meals®,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
AZ: Maricopa,Blue Cross Blue Shield of Arizona,H5140 - 001 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ: Maricopa,Centene Corporation,H0351 - 038 - 000,C-SNP HMO,,,"Cardiovascular Disorders, Chronic Heart Failure, and/or Diabetes",N,,,,,,,,,,,,,,,,,,,,,,NC,NC,NC,NC,CVS,Quarterly,Y -- at participating CVS retail locations only,Y  ,Y,Y,UNK -- no mention in EOC,NC,NC,NC,NC,N ,N,N/A,NC,NC,,NC,NC,NC,NC,UNK,UNK,"Home Fitness Kits: If you are unable to visit a fitness center or prefer working out at home, you may choose from a variety of Home Fitness Kits, including a wearable fitness tracker. You can receive up to 1 kit per benefit year.",NC -- (covered for SSBCI members only as part of the Helper Bees Care Concierge benefit),UNK,UNK,24 one-way non-emergency ground transportation trips w/in our service area every year,"75 miles, one-way, unless preapproved by the plan",N ,"Helper Bees Care Concierge -- NOTE: covered for SSBCI members only, NC for others",NC -- (covered for SSBCI members only),UNK,"$0 copay for Personal Emergency Response System (PERS) – Medical Alert System. Coverage for one personal emergency medical response device per lifetime and the monthly fee. A personal emergency medical response device provides peace of mind and 24/7 response to your emergent and non-emergent needs. Members can choose a traditional ""hard-wired"" PERS system that is connected via a landline, or select a wireless system. For hard-wired systems, an existing landline phone is required.",UNK,NC,NC ,"You are covered for up to $50,000 every year for emergency or urgently needed services outside the United States. $110 copay for emergency services outside the United States. The worldwide emergency room cost share is not waived if you are admitted for inpatient hospital care.",NC -- (covered for SSBCI members only) ,,,UNK -- (Nurse Advice Line?),Y
AZ: Maricopa,"UnitedHealth Group, Inc.",H0609 - 042 - 000,C-SNP HMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ: Maricopa,"Alignment Healthcare USA, LLC",H3443 - 003 - 000,C-SNP HMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ: Maricopa,CIGNA,H0354 - 027 - 000,C-SNP HMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ: Maricopa,"UnitedHealth Group, Inc.",H2228 - 097 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ: Maricopa,Humana Inc.,H5216 - 224 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ: Pima,Blue Cross Blue Shield of Arizona,H5140 - 002 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ: Pima,"UnitedHealth Group, Inc.",H2228 - 096 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ: Yavapai,Humana Inc.,H5216 - 197 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ: Yavapai,"UnitedHealth Group, Inc.",H0271 - 025 - 000,C-SNP PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ: Yavapai,"UnitedHealth Group, Inc.",H2228 - 076 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ: Yavapai,Centene Corporation,H0351 - 057 - 000,C-SNP HMO,,,"Cardiovascular Disorders, Chronic Heart Failure, and/or Diabetes",N,,,,,,,,,,,,,,,,,,,,,,NC,NC,NC,NC,CVS,Quarterly,Y -- at participating CVS retail locations only,Y,Y,Y,UNK -- no mention in EOC,NC,NC,NC,NC,N ,N ,N ,NC,NC,,NC,NC,NC,NC,UNK,UNK,"Home Fitness Kits: If you are unable to visit a fitness center or prefer working out at home, you may choose from a variety of Home Fitness Kits, including a wearable fitness tracker. You can receive up to 1 kit per benefit year.",NC -- (covered for SSBCI members only as part of the Helper Bees Care Concierge benefit),UNK,UNK,24 one-way non-emergency ground transportation trips w/in our service area every year,"75 miles, unless preapproved by the plan",N,"Helper Bees Care Concierge -- NOTE: covered for SSBCI members only, NC for others",NC -- (covered for SSBCI members only),UNK,"$0 copay for Personal Emergency Response System (PERS) – Medical Alert System. Coverage for one personal emergency medical response device per lifetime and the monthly fee. A personal emergency medical response device provides peace of mind and 24/7 response to your emergent and non-emergent needs. Members can choose a traditional ""hard-wired"" PERS system that is connected via a landline, or select a wireless system. For hard-wired systems, an existing landline phone is required.",UNK,NC,NC,"You are covered for up to $50,000 every year for emergency or urgently needed services outside the United States. $95 copay for emergency services outside the United States. The worldwide emergency room cost share is not waived if you are admitted for inpatient hospital care.",NC -- (covered for SSBCI members only),,,UNK -- Nurse Advice Line?,Y
AZ: Yavapai,Banner Health,H7273 - 005 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI: Hawaii,Hawaii Medical Service Association,H3832 - 010 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI: Hawaii,Humana Inc.,H5216 - 232 - 001,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI: Hawaii,"UnitedHealth Group, Inc.",H2228 - 067 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI: Hawaii,Centene Corporation,H6605 - 003 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL: Chicago,"UnitedHealth Group, Inc.",H8768 - 005 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL: Chicago,Health Care Service Corporation,H8634 - 014 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL: Chicago,Humana Inc.,H5216 - 283 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL: Chicago,CVS Health Corporation,H5521 - 016 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH: Devoted SA,Humana Inc.,H5216 - 106 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH: Devoted SA,"Elevance Health, Inc.",H4036 - 025 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR: Portland,"Cambia Health Solutions, Inc.",H3817 - 008 - 001,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR: Portland,"Cambia Health Solutions, Inc.",H3817 - 009 - 001,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR: Portland,"UnitedHealth Group, Inc.",H2228 - 029 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR: Portland,Humana Inc.,H5216 - 294 - 000,Premium PPO,,,,,,,,,,,,,,,,,,,,,,,,,,NC,N/A,N/A,N/A,Solutran,Monthly,Y,Y,Y,Y,N,NC,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
